,Emails,label
4146,pls sura expecting battery hont pls send message download movie,0
4147,call amanda regard renewing upgrading current handset free charge offer end today tel subject,1
4148,found app phone net cafe job geeee babe crave,0
4149,work thurs sat leh booked liao day free,0
4150,comin fetch oredi,0
4151,nanny address,0
4152,urgent costa sol holiday await collection call toclaim sae stockport,1
4153,haf eaten time wan,0
4154,video phone anytime network min half price line rental free text month reply call free delivery,1
4155,call chance friend wanted big order,0
4156,single single answer fighting broke reply,0
4157,put thing perspective,0
4158,watch meh work today,0
4159,felt conveying reason,0
4160,mobile month entitled update latest colour mobile camera free call mobile update free,1
4161,exciting karaoke type activity planned debating play football eve feeling lazy,0
4162,told coming wednesday,0
4163,called mom instead fun,0
4164,dear voucher holder claim week offer http apply,1
4165,desperate call armand,0
4166,work,0
4167,congrats nokia video camera phone call call cost ave call vary mobile close post ldn,1
4168,heard answering text guessing flaked fantastic,0
4169,mmmmmm love ahmad wait year begin take closer side happy year love,0
4170,pls full joke school co fee university florida pls holla back,0
4171,sorry call,0
4172,wisdom teeth hidden inside mayb remove,0
4173,pls pls drink plenty plenty water,0
4174,queen royal wedding,0
4175,lag sad part touch skype,0
4176,tog,0
4177,team waiting player,0
4178,send copy report,0
4179,swhrt dey hope,0
4180,planned pick,0
4181,urgent call abta complimentary spanish holiday cash await collection sae box,1
4182,sorry call meeting,0
4183,shit tomorrow awake,0
4184,registered vote,0
4185,stay hour co eye sore,0
4186,dear bus directly calicut,0
4187,umma vava play,0
4188,general price,0
4189,sorry call,0
4190,moment day brings hope afternoon brings faith evening brings love night brings rest wish find morning,0
4191,jetton ave forgot,0
4192,coming home,0
4193,foreign stamp country,0
4194,double min txts free bluetooth orange available sony nokia motorola phone call,1
4195,sorry lot stuff talk actual guy buy,0
4196,free week nokia tone mob week txt nokia txting mate pobox,1
4197,funk fone weekly tone reply text original tone network operator rate apply,1
4198,cmon babe make horny turn txt fantasy babe hot sticky reply cost cancel send stop,1
4199,tomorrow,0
4200,wylie update weed dealer carlos freedom class lunsford,0
4201,happy baby alright job hope fine send kiss make smile kiss kiss,0
4202,movie juz minute decision mah juz watch lar interested,0
4203,enjoying semester brother,0
4204,important information orange user today lucky day find http fantastic prizeawaiting,1
4205,,0
4206,week princess,0
4207,home lar wait put stuff,0
4208,kfc tuesday buy meal gravy mark,0
4209,stupid sending believe mental,0
4210,ring,0
4211,missed call alert number called left message,1
4212,attended,0
4213,ard juz meet mrt station dun haf,0
4214,dear sleeping,0
4215,filled tuth aight,0
4216,office hospital,0
4217,waiting week start putting,0
4218,,0
4219,free sat rite wan watch infernal affair wif darren mayb,0
4220,plz note calling mobile amp asks type disconnect call coz attempt make sim card itz confirmd nokia motorola verified cnn ibn,0
4221,friend lookin pick tonight,0
4222,stupid auto correct phone,0
4223,double eviction week spiral michael riddance,0
4224,world suffers lot violence silence,0
4225,cool raglan edward cricket ground give ring closeby tuesday,0
4226,buy egg,0
4227,started skye,0
4228,bookedthe hut time,0
4229,sir,0
4230,pig leh sleep dad wake smth eat lunch today,0
4231,home call,0
4232,love hope drastic dare sell phone,0
4233,reached home tired tomorro,0
4234,freemsg record indicate entitled pound accident claim free reply message opt text stop,1
4235,win music gift voucher week starting txt word draw tscs skillgame,1
4236,life style garment account,0
4237,wtf random lunch break,0
4238,sez arab boy hope give love love eshxxxxxxxxxxx,0
4239,lay missed great day send bimbo ugo number appreciate safe,0
4240,detroit home snow enjoy,0
4241,show colour euro offer england flag tone phone click service message info,1
4242,okie,0
4243,aight chillin friend room text,0
4244,toshiba portege,0
4245,welp sort semiobscure internet,0
4246,text pas collect polyphonic ringtones normal gprs charge apply enjoy tone,1
4247,repeat text word mobile phone send,1
4248,loosu hospital careless,0
4249,eighth,0
4250,omg joanna freaking looked friend find photo stuff myspace logged year,0
4251,send birthdate month year tel life partner method calculation reply,0
4252,juz woke bit blur blur dad liao oso,0
4253,clothes jewelry trip,0
4254,block breaker deluxe format feature great graphic buy replying bbdeluxe challenge,1
4255,aah cuddle lush lot tea soup kind fumbling,0
4256,important information orange user today lucky day http fantastic surprise awaiting,1
4257,late,0
4258,sad story week wife wish parent forgot kid work colleague wish,0
4259,plan family set stone,0
4260,pls forget study,0
4261,believe taunton wow,0
4262,weekday special price haiz eat liao cut nail oso muz wait finish drivin lunch muz eat,0
4263,broke list reason town sarcastic faggy,0
4264,decimal common car buy china asia find expensive holla,0
4265,greatest test courage earth bear defeat losing heart,0
4266,sorry stil fucked nite tobed work,0
4267,hey plan sat,0
4268,beauty sleep pimple,0
4269,great hope connection co friend lead today,0
4270,natalja inviting friend reply stop send stop frnd,1
4271,,0
4272,kind missed train co asthma attack nxt half driving park,0
4273,ball moving spin difficult,0
4274,haiyoh hamster jealous million,0
4275,send aunty number,0
4276,glad dream,0
4277,reached home finally,0
4278,urgent important information user today lucky day find http fantastic surprise awaiting,1
4279,winner valued network customer selected receivea prize reward claim call claim code valid hour,1
4280,hurt prsn close fight wit coz somtimes dis fight save relation quiet leaf nothin relation gud,0
4281,call,0
4282,science tell chocolate melt sunlight walk sunlight bcoz loss sweet friend,0
4283,nyc audiitions relocate,0
4284,pocked,0
4285,congrats great wanted score co make relax motivating sharing,0
4286,wud mind miss hurt wen amp,0
4287,hey bill brison book language word,0
4288,problem,0
4289,information ikea spelled cap yelling left sitting bed mess home class bullshit make listen,0
4290,call,0
4291,,0
4292,watch drunk motherfucker,0
4293,kit strip billed netcollex box oja,1
4294,hmv bonus special pound genuine hmv voucher answer easy question play send hmv info,1
4295,call immediately urgent message waiting,1
4296,send free anonymous masked message sending message potential abuse,1
4297,costa sol holiday await collection call toclaim sae tc stockport,1
4298,hurt tease make cry life plz rose grave stupid miss nice day bslvyl,0
4299,erm woodland avenue parish magazine telephone number,0
4300,job available co start working,0
4301,aiyar hard type free call scold,0
4302,free,0
4303,billy mate jogging enjoy concert,0
4304,carlos,0
4305,awww sweet nice time tonight probably txt co lonely xxx,0
4306,guess useless calling important,0
4307,popped loo,0
4308,dint angry told abi,0
4309,asked dating service contact guess call revealed,1
4310,medical insurance deliver basic currently shopping medical insurance give friday morning major person guide insurance,0
4311,ten shelf buy egg,0
4312,babe swollen gland throat,0
4313,change report big co made change previous report,0
4314,captain room,0
4315,speak bcaz mobile problem listen listen voice call,0
4316,hiya stu wot truble home moment evone hate wot hell text bck love,0
4317,mokka player,0
4318,playing gautham,0
4319,hey view couple gay game give bell finish,0
4320,jason,0
4321,sorry morning,0
4322,aight informed,0
4323,number sir,0
4324,searching dual sim mobile,0
4325,unnecessarily hostile,0
4326,haircut breezy,0
4327,congrats mobile videophones call videochat wid mate play java game dload polyh music noline rentl,1
4328,doctor cancer fat bone problms litre disease snd th,0
4329,king hill,0
4330,online,0
4331,happy birthday,0
4332,bishan lavender,0
4333,boo time supposed shopping today,0
4334,sound manky scouse boy steve travelling bus inmind recreation dis eve,0
4335,fyi taking quick shower epsilon,0
4336,tuesday night real,0
4337,appt,0
4338,outta class gym,0
4339,mesages today sorry hurt,0
4340,write,0
4341,read judgemental save friday pub,0
4342,valentine game send dis message friend answer love colour suit,0
4343,asked waheeda fathima leave,0
4344,enjoy urself tomorrow,0
4345,,0
4346,secret admirer make contact reveal think,1
4347,give back proof work home day,0
4348,bot note oredi co juz rem,0
4349,rent expensive save,0
4350,night ended day morning special smile sunny ray leaf worry blue blue bay gud mrng,0
4351,pain dear smiling,0
4352,fun fact armand eventually build tolerance shit considering smoke fucked hit,0
4353,important information orange user today lucky day http fantastic surprise awaiting,1
4354,sorry,0
4355,great send account number,0
4356,hellogorgeous fone charge lst nitw wen texd hopeu nice wkend lookin love,0
4357,dating service asked contact shy call revealed,1
4358,send content page,0
4359,night sweet sleep exorcism emily rose sleep hug snogs,0
4360,,0
4361,hit,0
4362,evry emotion hav wish hav prayrs smile world wit drop tear lik stay wit happy morning smiling,0
4363,remember,0
4364,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop,0
4365,dear hugging,0
4366,dis sweater mango size irritating,0
4367,number massive pain as involved possible,0
4368,anytime,0
4369,video handset time network min unlimited text camcorder reply call sat,1
4370,purity friendship smiling reading forwarded message smiling gud evng,0
4371,balance question complete landmark big bob barry text luck,1
4372,fine absolutly fine,0
4373,consent form,0
4374,tonexs subscription renewed charged choose polys month billing message,1
4375,prize customer polo suite london call back busy,1
4376,torch,0
4377,dinner,0
4378,checking,0
4379,internet connection slow send tomo,0
4380,mathews tait edward anderson,0
4381,mate haunt stuff sorted sound promoting hex number joke,0
4382,lar engin co si art today,0
4383,honey heard leave bit longer crowd great advice hope cardiff,0
4384,nokia colour phone delivered tomorrow free minute mobile free text free camcorder reply call,1
4385,snowboarding trip wondering planning befor meet greet kind affair cheer,0
4386,watching live,0
4387,christmassy,0
4388,ready,0
4389,god created gap finger made amp fill gap holding hand love,0
4390,greatest test courage earth bear defeat losing heart,0
4391,year plan,0
4392,recpt ordered ringtone order processed,1
4393,baaaaaaaabe wake miss crave,0
4394,message ignoring shopping,0
4395,dear mood drive brother drive,0
4396,dad back,0
4397,shola college medicine visit academic department academic secretary current situation transfer check sagamu lautech vital completes medical education nigeria expensive expensive citizen rate zealand,0
4398,finished watching day life love,0
4399,juz google search qet,0
4400,time lose bcoz,0
4401,friend close friend understand friend stay forever word time gud,0
4402,back home,0
4403,sorry call min,0
4404,dun dial juz open browser surf,0
4405,registered subscriber enter draw gift voucher replying enter unsubscribe text stop,1
4406,awesome plan time text detail wee bit,0
4407,sleep learn change convinced wait conversation convinced family role life,0
4408,chance win free bluetooth headset simply reply back adp,1
4409,,0
4410,display internal sub extract,0
4411,wrong sorry,0
4412,sad story week wife wish parent forgot kid work colleague wish,0
4413,stupid challenge write instead respond immed,0
4414,text ready meet,0
4415,skint fancied gona meet othrs spoon jst watchng planet earth sofa comfey make hav night,0
4416,quitting day wud notice mind taunton tonight,0
4417,free call,0
4418,darling week coffee run tomo believe time week,0
4419,message leave house,0
4420,west coast haiz forever back,0
4421,mmm fuck merry christmas,0
4422,alright advice enjoy night sleep,0
4423,update book status frequently,0
4424,,0
4425,ate,0
4426,bank money,0
4427,aiyar dun disturb liao thk lot aft cupboard,0
4428,hey watching movie tonight prob home early,0
4429,yar route,0
4430,coming gym machan goodnight,0
4431,yellow card travel buck,0
4432,lib stuff finish,0
4433,sound great sleep night,0
4434,floppy snappy happy gay chat service photo upload call stop text call,1
4435,murderer coz murdered january public holiday closed including post office understand,0
4436,,0
4437,easy reason risk life love,0
4438,grasp pretty booty,0
4439,tea flavour,0
4440,orchard laready reaching reaching,0
4441,dear denying word,0
4442,dom told yesterday roger touch night meet today,0
4443,back tampa ffffuuuuuuu,0
4444,celebrate baoday,0
4445,merry christmas annie,0
4446,special stock talking,0
4447,,0
4448,urgent awarded complimentary trip eurodisinc trav aco claim txt dis morefrmmob shracomorsglsuplt,1
4449,awesome minute,0
4450,problem walk julianaland oblivious thing constantly ear upset listen upset surprised mad,0
4451,told stop dehydrated,0
4452,guess,0
4453,home ard time reach,0
4454,storming message wen lift phne knw real meaning girl knw girl margaret girlfrnd grahmbell invnted telphone person,0
4455,mapquest usf dogwood drive,0
4456,aight plan tonight,0
4457,accidentally deleted message suppose put sim archive haiz sad,0
4458,welcome message free giving free calling future mg billed daily cancel send stop,1
4459,wishing great day told offer speechless offer easily great length behalf stunning exam friday touch sorry,0
4460,reply today visa coming buying gucci bag sister thing easy uncle john bill make money sha,0
4461,sorry flaked night shit goin roommate tonight,0
4462,pretty wif long hair thk cutting short leh,0
4463,ranjith cal drpd deeraj deepak hold,0
4464,cheer callin culdnt talkbut wannatell detail wenwecan chat properly,0
4465,hey gym,0
4466,mind bedroom minute sed sexy mood minuts latr wid cake wife,0
4467,,0
4468,smsing sorry guy neva person sort wan meet bring meeting,0
4469,swing pick free basically time semester,0
4470,efficient gee,0
4471,received mobile content enjoy,1
4472,sleep,0
4473,explicit sex sec ring cost,1
4474,meet princess ttyl,0
4475,pick taunton,0
4476,player allowed play,0
4477,,0
4478,erutupalam thandiyachu,0
4479,invention fly,0
4480,ful song lyric,0
4481,reckon arrange transport,0
4482,lov nevr unrecognized somone make mistake valuing definitly undrstnd start missing,0
4483,shopping ger toking syd leh haha,0
4484,standing,0
4485,weekend,0
4486,miss call miss call khelate kintu opponenter miss call dhorte lage rule great phone receiving quality win,0
4487,call chance plz,0
4488,deus game comin early,0
4489,computer fried essential part spare fucking idiot roommate looovvve leaving running full,0
4490,friend studying warwick planned shopping concert tmw canceled hav age,0
4491,probably couple hour top,0
4492,grin babe,0
4493,bus slow,0
4494,hope text meet smiling text give reason smile beautiful day,0
4495,case wake wondering forgot grandma today parade,0
4496,,0
4497,latest nokia mobile ipod player proze guaranteed reply win norcorp,1
4498,sm service inclusive text credit pls goto unsubscribe stop extra charge,1
4499,nevermind time,0
4500,decision,0
4501,wot bitch,0
4502,possible,0
4503,told posting chennai working,0
4504,mobile club choose top quality item mobile,1
4505,guy leaving,0
4506,neva grumble sad hee buy tomorrow aft lunch meetin lunch tomorrow neva hear lot work,0
4507,,0
4508,takin linear algebra today,0
4509,weekend fine excuse decorating,0
4510,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss,0
4511,project,0
4512,money wining number wot,1
4513,show fuck,0
4514,random roomate campus graduated,0
4515,congrats mobile videophones call videochat wid mate play java game dload polyh music noline rentl,1
4516,beautiful intelligent caring loving adjustable cooperative wife law wife,0
4517,suck planned valentine valentine,0
4518,part nottingham hr love hey,0
4519,leave,0
4520,mornin thanku wish,0
4521,meet,0
4522,decided hungry left,0
4523,part,0
4524,co shopping wif darren jus called present wan started guessing wif finally guessed darren,0
4525,cock hubby away real satisfy txt wife string action txt stop txt rec otbox,1
4526,understand loss work school,0
4527,missed bit bored holiday bak college sad,0
4528,hiya probably coming home weekend,0
4529,forget love walk watching keeping heart warm,0
4530,wish thing different wonder show value pls continue brisk walk drug askin find thing laugh love dearly,0
4531,day making dinner tonite invited,0
4532,service live sex video chat mob sexiest dirtiest girl live phone detail text horny cancel send stop,1
4533,money steve mate,0
4534,late tellmiss,0
4535,blame day life day give happiness day give experience essential life god blessing morning,0
4536,drink water daily,0
4537,dare luck sorting car,0
4538,party place usf charge contribute greatly appreciated room,0
4539,urgh coach hot smell chip fat especially duvet predictive text word,0
4540,hiya night naughty bought clothes ready shopping kind time meet,0
4541,freemsg baby wow moby hot fancy chat rply chat hlp,1
4542,reach success,0
4543,derek class,0
4544,lazy day send url work,0
4545,weight tear heart fall eye remember stupid friend share bslvyl,0
4546,hey mate spoke mag deliver month deliver talk,0
4547,hope week checking,0
4548,haha friend tyler literally asked dubsack,0
4549,hey fancy meetin cha hav lil beverage txt ring meet tired love,0
4550,great safe trip panic surrender,0
4551,symptom love listening song stopped beloved angry,0
4552,sun thk mayb dun anythin thk book lesson pilate orchard mrt,0
4553,dear read exam,0
4554,wonder world style smile personality nature sm lovely friendship morning dear,0
4555,gettin rdy ship comp,0
4556,hospital return home evening,0
4557,piss talking realise point read backwards,0
4558,,0
4559,awake,0
4560,afternoon boytoy walking day police abstract wake miss babe,0
4561,,0
4562,decimal vikky otside tht time,0
4563,address,0
4564,honeybee sweetest world god laughed amp wait havnt person reading message god crack joke,0
4565,buy blackberry bold torch buy buy wifi ipad,0
4566,thinkin,0
4567,hiya sunny africa hope avin time give big silver back big kiss,0
4568,time tomorrow,0
4569,laugh mobile txting word chat send box london rcvd,1
4570,cha quiteamuzing thataoscool babe,0
4571,omg ate,0
4572,urgent attempt contact,1
4573,,0
4574,directly row,0
4575,congratulation awarded voucher guaranteed free entry wkly draw txt music,1
4576,contract mobile mnths latest motorola nokia free double min text orange tariff text callback remove record,1
4577,urgent call landline complimentary ibiza holiday cash await collection sae box ppm,1
4578,plan,0
4579,engagement fixd month shocking njan vilikkam sudn,0
4580,course math day chapter month finish,0
4581,wow common back freak chop,0
4582,chance win wkly shopping spree txt shop custcare,1
4583,noooooooo stress life fair,0
4584,secret admirer make contact reveal think,1
4585,mila blonde sex guy fun text mtalk increment,1
4586,swing bit thing firsg,0
4587,wanted wish happy year wanted talk legal advice gary split person make trip ptbo hope babe love,0
4588,finished work,0
4589,tomorrow theatre call tomorrow,0
4590,england official poly ringtone colour flag yer mobile text tone flag txt eng stop,1
4591,phoned number,0
4592,wun angry message aft home tonight,0
4593,time nice bit different weekend change,0
4594,sorry shower,0
4595,carlos pick swing usf bit,0
4596,full heat applyed oil,0
4597,stuck middle row hand side,0
4598,laid airtel line rest,0
4599,decide wot birthday prob jus voucher frm virgin sumfing,0
4600,freemsg txt call claim reward hour talk time phone stop txtstop,1
4601,hey feeling,0
4602,plan staying night probably back late,0
4603,puttin fone,0
4604,campus atm pick hour,0
4605,haha shld today gee nevermind kaiez dun mind goin jazz oso scared hiphop open catch,0
4606,running managed minute needed oxygen resort roller option,0
4607,live min,0
4608,,0
4609,glad talking,0
4610,time finish,0
4611,sorry mad pending work,0
4612,cleaning,0
4613,favourite person today workin hard sleep nite rang,0
4614,sunshine quiz win super sony dvd recorder canname capital australia text mquiz,1
4615,called dad oredi,0
4616,send pix love top bottom,0
4617,nevermind wear sport shoe late leh,0
4618,sorry call meeting,0
4619,long fuckin showr,0
4620,received understood acted,0
4621,finally fix ceiling,0
4622,presnts bcz love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mn prabha,0
4623,jus finish blowing hair finish dinner,0
4624,bus love,0
4625,knew dollar store,0
4626,call customer service representative guaranteed cash prize,1
4627,today voda number ending selected receive reward match call quoting claim code standard rate apply,1
4628,saturday sunday holiday difficult,0
4629,fun evening miss,0
4630,hella gas money grand nature adventure galileo bit,0
4631,meeting call,0
4632,wow gay firmware update,0
4633,move morphine,0
4634,cut hair,0
4635,lunch aha,0
4636,time type word,0
4637,captain vijaykanth comedy captain drunken,0
4638,course guess god hold,0
4639,hide anythiing keeping distance,0
4640,,0
4641,ripped mobile content call downloads,1
4642,sorry lock keypad,0
4643,person story,0
4644,planning chennai,0
4645,contact reply offer video phone anytime network min half price line rental camcorder reply call,1
4646,god created gap btwn finger vry special fill gap holding hand plz created gap leg,0
4647,sleep,0
4648,protect sib asks sensitive information password pin email share password,0
4649,finally happened aftr decade beer cheaper petrol goverment expects drink drive,0
4650,xmas reward waiting computer randomly picked loyal mobile customer receive reward call,1
4651,meeting tomorrow,0
4652,add spice day,0
4653,hope great day,0
4654,prasanth ettans mother passed away night pray family,0
4655,work,0
4656,private account statement show point call identifier code expires,1
4657,message great doctor india drink appy fizz contains cancer causing age,0
4658,pick phone pls send message,0
4659,call infront call,0
4660,prob,0
4661,lady genus,0
4662,swimming,0
4663,mum robinson,0
4664,set detail,0
4665,tel software,0
4666,send print out,0
4667,realy soz imat mum,0
4668,born god idiot born,0
4669,full message sometext missing send,0
4670,probably gas cash tomorrow,0
4671,customer service announcement recently make delivery unable call,1
4672,forgot smth card present write smth sign,0
4673,leaving house,0
4674,babe chloe smashed saturday night great weekend missing text stop stop,1
4675,ready call,0
4676,wewa iriver,0
4677,connection,0
4678,sry jst home,0
4679,cool night,0
4680,staying town,0
4681,haha kind shitload,0
4682,shopping paid,0
4683,life mean lot love life love life world call friend call world,0
4684,alright bring min,0
4685,pls play life,0
4686,eatin lunch,0
4687,give day,0
4688,decided head,0
4689,prob,0
4690,surly give coming review,0
4691,march ending ready call problem capital complete work lady,0
4692,tessy pls favor pls convey birthday wish nimya pls dnt forget today birthday shijas,0
4693,pls give food preferably pap slowly load sugar hour give water slowly,0
4694,urgent mobile awarded bonus caller prize attempt contact call,1
4695,guy dumb realize,0
4696,okey dokey bit sorting stuff,0
4697,plan,0
4698,fine,0
4699,win winner foley ipod exciting prize eye mobile visit,1
4700,mobile,0
4701,anytime,0
4702,mmmmmmm snuggle deep contented sigh whisper fucking love barely stand,0
4703,yar error,0
4704,hey,0
4705,wow healthy airport thk bathing,0
4706,wif family booking tour package,0
4707,bold torch torch,0
4708,haha awesome doin tonight,0
4709,knw giv kano enjoy wit family wit salary,0
4710,slow reach long ago liao day leh,0
4711,cool princess cover hot sticky,0
4712,big scraped barrel shower social misfit,0
4713,oops thk dun haf enuff check,0
4714,lunch,0
4715,hey happened switch cell day give call tomorrow,0
4716,addie amp art home,0
4717,uncle atlanta wish guy great semester,0
4718,aiyo lesson early sleepin haha okie home liao confirm,0
4719,forgot smth number section clearer,0
4720,dun wan,0
4721,home love awake loving kiss,0
4722,peach cake tasts lush,0
4723,free game rayman golf free game arcade game setting reply post save press key arcade termsapply,1
4724,minor shindig place tonight interested,0
4725,jason cool pick place hour,0
4726,mobile mths update latest phone free number extra free text call,1
4727,career tel added contact send free sm remove phonebook sm,0
4728,reached,0
4729,brother problem told,0
4730,eng rocking ash,0
4731,time xin hostel,0
4732,morning dear shijutta great amp successful day,0
4733,buy space invader chance win orig arcade game console press game arcade std wap charge term setting purchase,1
4734,placement,0
4735,possession especially offense,0
4736,driving reason called bbd thts chikku dvg cold heard tht vinobanagar violence condition problem,0
4737,bought test yesterday exact day pls pls fret worried pls relax past history,0
4738,pizza,0
4739,weird shit bein woah realising reasonable,0
4740,happy return day wish happy birthday,0
4741,nice ready thursday,0
4742,hospital return home evening,0
4743,,0
4744,camera awarded sipix digital camera call fromm landline delivery day,1
4745,orh dun believe,0
4746,put sign choose number pin show,0
4747,beauty life hide thousand secret wish wonderful life gud,0
4748,darlin cool birthday drink nite,0
4749,leave credit card gas back told,0
4750,weekly tone ready download week tone include crazy black info,1
4751,boy glad wasted night applebees,0
4752,lot cash weekend dear welcome weekend biggest cash give away,1
4753,wan,0
4754,wan haf lunch canteen,0
4755,make life stressfull find time laugh add year life surely add life year gud swt dream,0
4756,hey wrong kappa guy number phone text,0
4757,urgent mobile number awarded prize guaranteed call land line claim valid,1
4758,continued support question week enter draw cash president txt,1
4759,home doc gave pain med fine,0
4760,ard rest ard price bedrm,0
4761,lovely night xxx,0
4762,prepare pleasured,0
4763,technical assistance customer call email,0
4764,text cup stop work bus,0
4765,radio show,0
4766,unique user removal send stop customer service,1
4767,available,0
4768,watever relation built dis world remains atlast lonlines lotz lot memory feeling,0
4769,cheer lou goodnite shame neva gailxx,0
4770,money,0
4771,mobile added contact list great place send free sm visit,0
4772,time coming,0
4773,repeat instruction road house,0
4774,special sight remain special sight maintain life end jas,0
4775,dun wait complacent,0
4776,sorry completely forgot pop round week,0
4777,beautiful girl baby common room,0
4778,join denis denis time,0
4779,told join uncle finance cbe,0
4780,hey day fri miwa jiayin leave karaoke,0
4781,call senthil hsbc,0
4782,especially talk boston personal statement changed realized nyc boston,0
4783,indeed,0
4784,urgent landline complimentary ibiza holiday cash await collection sae box,1
4785,holy living christ taking long,0
4786,thk eat tonight,0
4787,coming back sun finish dinner back time fly tog mth today hope haf mths,0
4788,opposite side dropped,0
4789,izzit raining heavily co mrt,0
4790,send resume,0
4791,luck exam,0
4792,sat make,0
4793,sorry uncle touch,0
4794,guy doll night patrick swayze great,0
4795,urgent attempt contact prize yesterday awaiting collection claim call,1
4796,santa calling call santa xmas eve call book time,1
4797,home miserable,0
4798,message,0
4799,cool tyler buy drop place tonight total order quarter,0
4800,guy car shop flirting phone number paperwork called texted nervous course address call bos knowing fired,0
4801,reverse cheating mathematics,0
4802,plan manage,0
4803,thing plan limping slowly home exhaust hanging,0
4804,sorry delay master,0
4805,call finish pick,0
4806,private account statement show unredeemed bonus point claim call identifier code expires,1
4807,oga left phone home message hope great weekend,0
4808,worry understand important put place poorly punishment worst happened brb kill,0
4809,honey pls find sell predicte nigeria time important reply monday,0
4810,admin building slightly earlier call reaching,0
4811,fyi usf swing room,0
4812,call,0
4813,ummmmmaah happy return day dear sweet heart happy birthday dear,0
4814,home work meh,0
4815,valuable situation loosing,0
4816,mark taking forever pick prescription pain coming back,0
4817,paper,0
4818,smaller capacity,0
4819,check choose babe video fgkslpopw fgkslpo,1
4820,,0
4821,winner ave specially selected receive cash holiday flight speak live operator claim,1
4822,,0
4823,bout drink tap spile pub gas broad canal,0
4824,sleep tired travel,0
4825,haha thinkin,0
4826,giving problem mayb jus leave,0
4827,make day interesting,0
4828,long reply defer admission semester,0
4829,word checkmate chess persian phrase shah maat mean king dead goodmorning day,0
4830,job aha,0
4831,rat hey vote theme,0
4832,mobile txt nokia collect today txtauction,1
4833,hope pee burn tonite,0
4834,rite mate longer week,0
4835,yay wait party,0
4836,photoshop make computer shut,0
4837,boy made fun today problem message fun,0
4838,issue california snow manageable,0
4839,private account statement show point call identifier code expires,1
4840,hmmm mayb shoppin area forgot,0
4841,awesome tonight,0
4842,detail online job,0
4843,valued vodafone customer computer picked win prize collect easy call,1
4844,missing inshah allah,0
4845,pls ashley find number,0
4846,escape theatre watch kavalan minute,0
4847,increase chance winning,0
4848,work year hope bother,0
4849,find instead,0
4850,right demand husband,0
4851,house,0
4852,fine hope,0
4853,north carolina texas atm gre site pay test result,0
4854,,0
4855,baby stretch open pussy,0
4856,bomb date phone wanted,0
4857,,0
4858,hey guy breathing neck bud half track usf tonight,0
4859,response powerful weapon occupy place,0
4860,nokia phone lovly,0
4861,free message auction subscription service skip auction txt unsubscribe txt stop customercare,1
4862,bored housewife chat date rate landline,1
4863,sorry today play driving clas,0
4864,sorry lit hair fire,0
4865,shit trip loooooool make grin sofa reference sleep couch link trip babe celebration rent,0
4866,okey dokey swashbuckling stuff,0
4867,watching cartoon listening music amp eve temple amp church,0
4868,tension smiling waste innocent,0
4869,dip cell dead coming respond back,0
4870,texting,0
4871,dis yijue happy work wif,0
4872,oops sorry fun,0
4873,happened cruise,0
4874,feelin wuld nuther place nuther time mayb,0
4875,lyricalladie inviting friend reply stop send stop frnd,1
4876,world happiest frnds character dey understanding difference,0
4877,polyphonic tone mob week txt tone free txtin friend reply,1
4878,open chat click friend list make list easy pie,0
4879,alright tyler minor crisis home sooner possible,0
4880,pick,0
4881,usual call ard smth,0
4882,theory argument win situation loses person argue friend kick amp correct,0
4883,thing antibiotic chest abdomen gynae infection bone infection,0
4884,poor girl day lmao,0
4885,,0
4886,today vodafone number ending selected receive award number match call receive award,1
4887,pls make note exposed find school vomiting house,0
4888,japanese proverb indian version leave finally kerala version stop make strike,0
4889,sound lot time spent chastity device boy grin beating lounge nice long bath,0
4890,worse half stop complete,0
4891,miserable side effect birth control massive gut wrenching cramp month sleep night,0
4892,send number,0
4893,convey,0
4894,latest video handset anytime network min half price line rental reply call delivery tomorrow,1
4895,half year missed friendship,0
4896,pick phone pls send message,0
4897,fuck sake tallahassee,0
4898,haha person,0
4899,guaranteed latest nokia phone ipod player prize txt word collect ibhltd,1
4900,time wan,0
4901,free polyphonic ringtone text super free poly tone week subscription,1
4902,reaching,0
4903,post wrote time ritten stuff feeling time angry left hit send stop checked phone car sleep bored time clean fold laundry make bed,0
4904,warner village colin farrell swat wkend warner village free popcorn show kiosk reply sony mre film offer,1
4905,online today night,0
4906,special,0
4907,solihull,0
4908,day,0
4909,regret inform nh made report yor local hospital sorry inconvenience,0
4910,love holiday monday feeling dentist hour,0
4911,tirupur,0
4912,goal arsenal henry liverpool henry score simple shot yard pas bergkamp give arsenal goal margin min,1
4913,flaky parent supposed child job support parent ride age supposed support hurt unintentional hurt nonetheless,0
4914,hooch walk toaday fell splat grazed knee stayed home tomorrow,0
4915,dropped omw back,0
4916,time contact pound prize claim easy call,1
4917,sitting waiting suite shower,0
4918,call facebook,0
4919,answer text,0
4920,common hearin day different smile today gud evng,0
4921,dear call urgnt problem work problem wating reply,0
4922,cancel leh haha,0
4923,normal pilate intro,0
4924,leave house,0
4925,torture watching england,0
4926,art,0
4927,hopeing pissed remember sister,0
4928,take part wrc rally lucozade energy text rally pack itcould,1
4929,sexychat girl waiting text text great night chatting send stop stop service,1
4930,morning boytoy yummy lip sexy bun crave,0
4931,match,0
4932,free call sir,0
